# Stacks v2.64;  Phylip sequential; May 16, 2024
# Seq Pos	Locus ID	Column	Population
1098	15804	41	Bishop:K,Red_Knolls:T,
1099	15810	15	Bishop:Y,Red_Knolls:Y,
1100	15833	34	Bishop:S,Red_Knolls:S,
1101	15837	109	Bishop:Y,Red_Knolls:Y,
1102	15845	84	Bishop:S,Red_Knolls:G,
1103	15847	54	Bishop:Y,Red_Knolls:Y,
1104	15848	49	Bishop:S,Red_Knolls:S,
1105	15851	102	Bishop:C,Red_Knolls:S,
1106	15873	39	Bishop:Y,Red_Knolls:Y,
1107	15880	134	Bishop:Y,Red_Knolls:Y,
1108	15883	114	Bishop:K,Red_Knolls:K,
1109	15896	424	Bishop:W,Red_Knolls:W,
1110	15953	105	Bishop:M,Red_Knolls:M,
1111	15954	72	Bishop:S,Red_Knolls:S,
1112	15984	102	Bishop:R,Red_Knolls:R,
1113	15989	59	Bishop:K,Red_Knolls:K,
1114	15991	93	Bishop:K,Red_Knolls:K,
1115	16002	13	Bishop:R,Red_Knolls:R,
1116	16005	300	Bishop:Y,Red_Knolls:Y,
1117	16011	55	Bishop:M,Red_Knolls:C,
1118	16024	125	Bishop:R,Red_Knolls:R,
1119	16027	144	Bishop:Y,Red_Knolls:Y,
1120	16042	19	Bishop:R,Red_Knolls:R,
1121	16049	17	Bishop:Y,Red_Knolls:Y,
1122	16087	64	Bishop:R,Red_Knolls:R,
1123	16129	111	Bishop:M,Red_Knolls:M,
1124	16132	104	Bishop:R,Red_Knolls:G,
1125	16140	43	Bishop:R,Red_Knolls:R,
1126	16145	22	Bishop:Y,Red_Knolls:Y,
1127	16161	207	Bishop:K,Red_Knolls:K,
1128	16167	25	Bishop:Y,Red_Knolls:Y,
1129	16177	7	Bishop:R,Red_Knolls:R,
1130	16178	79	Bishop:R,Red_Knolls:A,
1131	16202	73	Bishop:Y,Red_Knolls:Y,
1132	16209	66	Bishop:Y,Red_Knolls:Y,
1133	16218	57	Bishop:K,Red_Knolls:K,
1134	16226	27	Bishop:S,Red_Knolls:S,
1135	16248	28	Bishop:R,Red_Knolls:R,
1136	16310	37	Bishop:Y,Red_Knolls:Y,
1137	16311	23	Bishop:R,Red_Knolls:R,
1138	16334	6	Bishop:M,Red_Knolls:M,
1139	16354	151	Bishop:Y,Red_Knolls:Y,
1140	16376	73	Bishop:M,Red_Knolls:M,
1141	16382	79	Bishop:Y,Red_Knolls:Y,
1142	16402	101	Bishop:R,Red_Knolls:R,
1143	16404	42	Bishop:C,Red_Knolls:Y,
1144	16422	145	Bishop:Y,Red_Knolls:Y,
1145	16426	24	Bishop:R,Red_Knolls:R,
1146	16429	143	Bishop:G,Red_Knolls:R,
1147	16431	134	Bishop:K,Red_Knolls:K,
1148	16443	39	Bishop:R,Red_Knolls:R,
1149	16474	196	Bishop:K,Red_Knolls:K,
1150	16477	95	Bishop:M,Red_Knolls:M,
1151	16488	131	Bishop:Y,Red_Knolls:Y,
1152	16495	60	Bishop:W,Red_Knolls:W,
1153	16497	19	Bishop:Y,Red_Knolls:Y,
1154	16518	117	Bishop:R,Red_Knolls:R,
1155	16526	63	Bishop:G,Red_Knolls:R,
1156	16560	21	Bishop:Y,Red_Knolls:Y,
1157	16565	19	Bishop:C,Red_Knolls:Y,
1158	16566	63	Bishop:Y,Red_Knolls:Y,
1159	16569	428	Bishop:W,Red_Knolls:W,
1160	16573	70	Bishop:R,Red_Knolls:R,
1161	16603	45	Bishop:Y,Red_Knolls:Y,
1162	16616	94	Bishop:R,Red_Knolls:R,
1163	16620	135	Bishop:K,Red_Knolls:K,
1164	16649	13	Bishop:Y,Red_Knolls:Y,
1165	16653	34	Bishop:S,Red_Knolls:G,
1166	16680	128	Bishop:R,Red_Knolls:R,
1167	16688	54	Bishop:R,Red_Knolls:A,
1168	16693	419	Bishop:A,Red_Knolls:W,
1169	16699	26	Bishop:Y,Red_Knolls:Y,
1170	16713	14	Bishop:R,Red_Knolls:R,
1171	16730	38	Bishop:G,Red_Knolls:R,
1172	16738	36	Bishop:W,Red_Knolls:W,
1173	16743	29	Bishop:R,Red_Knolls:R,
1174	16750	63	Bishop:M,Red_Knolls:M,
1175	16755	324	Bishop:K,Red_Knolls:K,
1176	16767	42	Bishop:Y,Red_Knolls:Y,
1177	16786	26	Bishop:R,Red_Knolls:R,
1178	16820	12	Bishop:M,Red_Knolls:M,
1179	16822	16	Bishop:G,Red_Knolls:K,
1180	16824	71	Bishop:T,Red_Knolls:Y,
1181	16830	113	Bishop:K,Red_Knolls:K,
1182	16839	34	Bishop:W,Red_Knolls:W,
1183	16861	497	Bishop:W,Red_Knolls:A,
1184	16886	77	Bishop:R,Red_Knolls:R,
1185	16887	294	Bishop:W,Red_Knolls:W,
1186	16902	155	Bishop:Y,Red_Knolls:Y,
1187	16944	12	Bishop:R,Red_Knolls:R,
1188	16953	48	Bishop:Y,Red_Knolls:Y,
1189	16967	85	Bishop:Y,Red_Knolls:Y,
1190	16984	130	Bishop:G,Red_Knolls:K,
1191	17005	10	Bishop:S,Red_Knolls:S,
1192	17016	129	Bishop:R,Red_Knolls:G,
1193	17051	134	Bishop:M,Red_Knolls:M,
1194	17052	9	Bishop:M,Red_Knolls:M,
1195	17079	50	Bishop:R,Red_Knolls:R,
1196	17083	38	Bishop:K,Red_Knolls:K,
1197	17092	116	Bishop:R,Red_Knolls:R,
1198	17102	130	Bishop:Y,Red_Knolls:Y,
1199	17105	51	Bishop:W,Red_Knolls:W,
1200	17139	332	Bishop:W,Red_Knolls:W,
1201	17142	465	Bishop:K,Red_Knolls:K,
1202	17145	91	Bishop:Y,Red_Knolls:T,
1203	17170	142	Bishop:W,Red_Knolls:W,
1204	17202	97	Bishop:T,Red_Knolls:W,
1205	17254	314	Bishop:G,Red_Knolls:K,
1206	17279	483	Bishop:W,Red_Knolls:W,
1207	17290	7	Bishop:R,Red_Knolls:R,
1208	17295	133	Bishop:K,Red_Knolls:K,
1209	17339	60	Bishop:R,Red_Knolls:R,
1210	17371	15	Bishop:M,Red_Knolls:M,
1211	17374	56	Bishop:R,Red_Knolls:R,
1212	17404	68	Bishop:R,Red_Knolls:R,
1213	17436	101	Bishop:C,Red_Knolls:S,
1214	17463	48	Bishop:K,Red_Knolls:G,
1215	17505	230	Bishop:W,Red_Knolls:W,
1216	17527	118	Bishop:M,Red_Knolls:M,
1217	17529	108	Bishop:M,Red_Knolls:M,
1218	17536	20	Bishop:Y,Red_Knolls:Y,
1219	17564	22	Bishop:Y,Red_Knolls:Y,
1220	17586	26	Bishop:K,Red_Knolls:K,
1221	17594	66	Bishop:R,Red_Knolls:G,
1222	17595	23	Bishop:K,Red_Knolls:K,
1223	17598	80	Bishop:C,Red_Knolls:Y,
1224	17599	114	Bishop:Y,Red_Knolls:Y,
1225	17638	325	Bishop:R,Red_Knolls:R,
1226	17645	70	Bishop:R,Red_Knolls:R,
1227	17651	17	Bishop:G,Red_Knolls:R,
1228	17658	102	Bishop:G,Red_Knolls:R,
1229	17671	104	Bishop:W,Red_Knolls:W,
1230	17736	111	Bishop:R,Red_Knolls:R,
1231	17738	142	Bishop:M,Red_Knolls:C,
1232	17748	6	Bishop:R,Red_Knolls:R,
1233	17749	17	Bishop:G,Red_Knolls:K,
1234	17754	98	Bishop:R,Red_Knolls:R,
1235	17773	117	Bishop:M,Red_Knolls:M,
1236	17777	12	Bishop:R,Red_Knolls:A,
1237	17795	12	Bishop:R,Red_Knolls:R,
1238	17796	362	Bishop:K,Red_Knolls:T,
1239	17801	154	Bishop:W,Red_Knolls:W,
1240	17802	54	Bishop:K,Red_Knolls:K,
1241	17813	100	Bishop:G,Red_Knolls:R,
1242	17844	128	Bishop:K,Red_Knolls:K,
1243	17855	91	Bishop:S,Red_Knolls:C,
1244	17856	217	Bishop:R,Red_Knolls:R,
1245	17859	59	Bishop:Y,Red_Knolls:Y,
1246	17864	28	Bishop:G,Red_Knolls:R,
1247	17868	44	Bishop:K,Red_Knolls:K,
1248	17884	46	Bishop:S,Red_Knolls:S,
1249	17889	103	Bishop:W,Red_Knolls:W,
1250	17890	78	Bishop:S,Red_Knolls:S,
1251	17908	46	Bishop:Y,Red_Knolls:Y,
1252	17915	58	Bishop:G,Red_Knolls:R,
1253	17928	157	Bishop:M,Red_Knolls:M,
1254	17937	292	Bishop:W,Red_Knolls:W,
1255	17941	107	Bishop:Y,Red_Knolls:Y,
1256	17942	7	Bishop:G,Red_Knolls:K,
1257	17948	111	Bishop:C,Red_Knolls:S,
1258	17991	57	Bishop:M,Red_Knolls:C,
1259	18022	67	Bishop:R,Red_Knolls:R,
1260	18031	12	Bishop:A,Red_Knolls:R,
1261	18042	29	Bishop:W,Red_Knolls:W,
1262	18053	148	Bishop:Y,Red_Knolls:Y,
1263	18059	148	Bishop:Y,Red_Knolls:Y,
1264	18065	40	Bishop:R,Red_Knolls:R,
1265	18069	34	Bishop:G,Red_Knolls:R,
1266	18085	40	Bishop:W,Red_Knolls:W,
1267	18100	366	Bishop:M,Red_Knolls:M,
1268	18121	52	Bishop:S,Red_Knolls:S,
1269	18133	71	Bishop:Y,Red_Knolls:Y,
1270	18154	95	Bishop:W,Red_Knolls:W,
1271	18166	21	Bishop:W,Red_Knolls:W,
1272	18189	45	Bishop:R,Red_Knolls:R,
1273	18228	31	Bishop:G,Red_Knolls:R,
1274	18251	47	Bishop:S,Red_Knolls:S,
1275	18271	82	Bishop:M,Red_Knolls:M,
1276	18285	149	Bishop:Y,Red_Knolls:Y,
1277	18287	145	Bishop:W,Red_Knolls:W,
1278	18300	96	Bishop:W,Red_Knolls:W,
1279	18306	71	Bishop:Y,Red_Knolls:Y,
1280	18312	152	Bishop:W,Red_Knolls:W,
1281	18313	77	Bishop:R,Red_Knolls:R,
1282	18323	125	Bishop:S,Red_Knolls:S,
1283	18340	258	Bishop:C,Red_Knolls:M,
1284	18342	80	Bishop:Y,Red_Knolls:Y,
1285	18352	18	Bishop:M,Red_Knolls:M,
1286	18353	22	Bishop:C,Red_Knolls:Y,
1287	18378	15	Bishop:R,Red_Knolls:R,
1288	18408	267	Bishop:R,Red_Knolls:R,
1289	18451	151	Bishop:M,Red_Knolls:M,
1290	18473	12	Bishop:R,Red_Knolls:R,
1291	18482	63	Bishop:S,Red_Knolls:S,
1292	18484	132	Bishop:K,Red_Knolls:K,
1293	18492	237	Bishop:A,Red_Knolls:M,
1294	18526	321	Bishop:G,Red_Knolls:K,
1295	18532	69	Bishop:K,Red_Knolls:K,
1296	18535	68	Bishop:W,Red_Knolls:T,
1297	18543	345	Bishop:C,Red_Knolls:Y,
1298	18556	515	Bishop:K,Red_Knolls:K,
1299	18561	72	Bishop:R,Red_Knolls:R,
1300	18569	46	Bishop:Y,Red_Knolls:Y,
1301	18581	72	Bishop:Y,Red_Knolls:Y,
1302	18599	140	Bishop:S,Red_Knolls:S,
1303	18603	49	Bishop:S,Red_Knolls:S,
1304	18612	18	Bishop:Y,Red_Knolls:Y,
1305	18613	47	Bishop:M,Red_Knolls:M,
1306	18636	64	Bishop:Y,Red_Knolls:Y,
1307	18672	7	Bishop:S,Red_Knolls:G,
1308	18675	132	Bishop:W,Red_Knolls:W,
1309	18680	149	Bishop:W,Red_Knolls:W,
1310	18682	25	Bishop:K,Red_Knolls:K,
1311	18699	156	Bishop:Y,Red_Knolls:C,
1312	18703	300	Bishop:W,Red_Knolls:W,
1313	18714	136	Bishop:W,Red_Knolls:W,
1314	18715	97	Bishop:S,Red_Knolls:S,
1315	18726	24	Bishop:K,Red_Knolls:K,
1316	18736	122	Bishop:R,Red_Knolls:R,
1317	18771	69	Bishop:Y,Red_Knolls:Y,
1318	18781	31	Bishop:K,Red_Knolls:K,
1319	18793	28	Bishop:R,Red_Knolls:R,
1320	18821	28	Bishop:Y,Red_Knolls:Y,
1321	18838	55	Bishop:R,Red_Knolls:R,
1322	18841	85	Bishop:T,Red_Knolls:W,
1323	18844	73	Bishop:W,Red_Knolls:W,
1324	18877	112	Bishop:Y,Red_Knolls:Y,
1325	18883	49	Bishop:W,Red_Knolls:W,
1326	18888	28	Bishop:M,Red_Knolls:M,
1327	18903	156	Bishop:Y,Red_Knolls:Y,
1328	18911	61	Bishop:C,Red_Knolls:S,
1329	18912	22	Bishop:R,Red_Knolls:G,
1330	18915	47	Bishop:K,Red_Knolls:K,
1331	18941	76	Bishop:S,Red_Knolls:S,
1332	18950	26	Bishop:M,Red_Knolls:M,
1333	18964	134	Bishop:Y,Red_Knolls:Y,
1334	18971	388	Bishop:K,Red_Knolls:K,
1335	18982	92	Bishop:W,Red_Knolls:T,
1336	19007	54	Bishop:W,Red_Knolls:W,
1337	19013	151	Bishop:R,Red_Knolls:G,
1338	19017	96	Bishop:M,Red_Knolls:M,
1339	19027	103	Bishop:K,Red_Knolls:K,
1340	19036	127	Bishop:W,Red_Knolls:W,
1341	19075	128	Bishop:K,Red_Knolls:K,
1342	19089	8	Bishop:R,Red_Knolls:R,
1343	19093	64	Bishop:S,Red_Knolls:S,
1344	19129	142	Bishop:R,Red_Knolls:R,
1345	19149	20	Bishop:K,Red_Knolls:K,
1346	19169	68	Bishop:G,Red_Knolls:R,
1347	19170	262	Bishop:K,Red_Knolls:K,
1348	19177	17	Bishop:R,Red_Knolls:R,
1349	19187	63	Bishop:R,Red_Knolls:R,
1350	19195	148	Bishop:A,Red_Knolls:M,
1351	19212	138	Bishop:Y,Red_Knolls:Y,
1352	19263	482	Bishop:W,Red_Knolls:W,
1353	19302	126	Bishop:M,Red_Knolls:M,
1354	19305	6	Bishop:R,Red_Knolls:R,
1355	19313	101	Bishop:K,Red_Knolls:K,
1356	19314	457	Bishop:K,Red_Knolls:K,
1357	19329	154	Bishop:M,Red_Knolls:M,
1358	19386	23	Bishop:S,Red_Knolls:S,
1359	19415	76	Bishop:W,Red_Knolls:W,
1360	19483	106	Bishop:R,Red_Knolls:R,
1361	19500	119	Bishop:Y,Red_Knolls:Y,
1362	19512	92	Bishop:Y,Red_Knolls:Y,
1363	19522	118	Bishop:A,Red_Knolls:M,
1364	19525	125	Bishop:M,Red_Knolls:M,
1365	19531	112	Bishop:R,Red_Knolls:R,
1366	19535	62	Bishop:M,Red_Knolls:M,
1367	19552	8	Bishop:A,Red_Knolls:M,
1368	19553	33	Bishop:M,Red_Knolls:M,
1369	19560	88	Bishop:R,Red_Knolls:R,
1370	19594	91	Bishop:M,Red_Knolls:M,
1371	19630	23	Bishop:Y,Red_Knolls:Y,
1372	19639	142	Bishop:R,Red_Knolls:R,
1373	19641	31	Bishop:Y,Red_Knolls:Y,
1374	19642	9	Bishop:R,Red_Knolls:R,
1375	19654	72	Bishop:M,Red_Knolls:M,
1376	19658	143	Bishop:A,Red_Knolls:W,
1377	19683	35	Bishop:S,Red_Knolls:S,
1378	19699	154	Bishop:W,Red_Knolls:W,
1379	19701	116	Bishop:R,Red_Knolls:R,
1380	19707	134	Bishop:Y,Red_Knolls:C,
1381	19722	152	Bishop:M,Red_Knolls:M,
1382	19727	144	Bishop:Y,Red_Knolls:Y,
1383	19729	357	Bishop:K,Red_Knolls:T,
1384	19742	47	Bishop:R,Red_Knolls:R,
1385	19774	153	Bishop:M,Red_Knolls:M,
1386	19779	121	Bishop:K,Red_Knolls:K,
1387	19796	129	Bishop:G,Red_Knolls:R,
1388	19797	427	Bishop:K,Red_Knolls:K,
1389	19800	337	Bishop:W,Red_Knolls:W,
1390	19814	26	Bishop:R,Red_Knolls:R,
1391	19817	148	Bishop:K,Red_Knolls:K,
1392	19821	390	Bishop:K,Red_Knolls:G,
1393	19823	65	Bishop:S,Red_Knolls:S,
1394	19867	127	Bishop:R,Red_Knolls:R,
1395	19872	13	Bishop:Y,Red_Knolls:Y,
1396	19876	423	Bishop:W,Red_Knolls:W,
1397	19904	61	Bishop:W,Red_Knolls:W,
1398	19912	30	Bishop:R,Red_Knolls:R,
1399	19931	91	Bishop:M,Red_Knolls:M,
1400	19934	101	Bishop:Y,Red_Knolls:Y,
1401	19950	64	Bishop:K,Red_Knolls:K,
1402	19955	16	Bishop:W,Red_Knolls:W,
1403	19964	27	Bishop:S,Red_Knolls:S,
1404	19996	83	Bishop:W,Red_Knolls:W,
1405	19998	49	Bishop:C,Red_Knolls:M,
1406	20004	112	Bishop:Y,Red_Knolls:Y,
1407	20013	155	Bishop:R,Red_Knolls:R,
1408	20014	51	Bishop:R,Red_Knolls:R,
1409	20023	93	Bishop:W,Red_Knolls:W,
1410	20028	121	Bishop:M,Red_Knolls:M,
1411	20040	194	Bishop:K,Red_Knolls:K,
1412	20051	143	Bishop:Y,Red_Knolls:Y,
1413	20054	75	Bishop:K,Red_Knolls:K,
1414	20066	409	Bishop:G,Red_Knolls:K,
1415	20071	119	Bishop:K,Red_Knolls:K,
1416	20091	24	Bishop:R,Red_Knolls:R,
1417	20097	45	Bishop:M,Red_Knolls:A,
1418	20098	120	Bishop:R,Red_Knolls:R,
1419	20105	73	Bishop:R,Red_Knolls:G,
1420	20114	8	Bishop:K,Red_Knolls:K,
1421	20150	141	Bishop:M,Red_Knolls:M,
1422	20151	86	Bishop:W,Red_Knolls:W,
1423	20159	134	Bishop:M,Red_Knolls:M,
1424	20164	6	Bishop:C,Red_Knolls:Y,
1425	20167	155	Bishop:G,Red_Knolls:R,
1426	20186	19	Bishop:R,Red_Knolls:A,
1427	20204	142	Bishop:M,Red_Knolls:M,
1428	20238	23	Bishop:Y,Red_Knolls:Y,
1429	20240	70	Bishop:S,Red_Knolls:S,
1430	20254	562	Bishop:K,Red_Knolls:K,
1431	20271	392	Bishop:K,Red_Knolls:G,
1432	20273	152	Bishop:Y,Red_Knolls:Y,
1433	20283	13	Bishop:R,Red_Knolls:R,
1434	20292	36	Bishop:Y,Red_Knolls:Y,
1435	20299	101	Bishop:S,Red_Knolls:S,
1436	20318	9	Bishop:Y,Red_Knolls:Y,
1437	20332	76	Bishop:W,Red_Knolls:W,
1438	20341	51	Bishop:R,Red_Knolls:R,
1439	20352	88	Bishop:G,Red_Knolls:K,
1440	20355	463	Bishop:K,Red_Knolls:K,
1441	20357	19	Bishop:R,Red_Knolls:R,
1442	20371	125	Bishop:A,Red_Knolls:M,
1443	20374	56	Bishop:K,Red_Knolls:K,
1444	20376	17	Bishop:S,Red_Knolls:S,
1445	20383	16	Bishop:T,Red_Knolls:Y,
1446	20388	343	Bishop:K,Red_Knolls:G,
1447	20410	116	Bishop:K,Red_Knolls:K,
1448	20412	122	Bishop:G,Red_Knolls:S,
1449	20434	48	Bishop:R,Red_Knolls:R,
1450	20442	36	Bishop:R,Red_Knolls:R,
1451	20473	58	Bishop:Y,Red_Knolls:Y,
1452	20483	270	Bishop:T,Red_Knolls:K,
1453	20490	119	Bishop:Y,Red_Knolls:Y,
1454	20496	109	Bishop:R,Red_Knolls:R,
1455	20505	107	Bishop:R,Red_Knolls:R,
1456	20511	61	Bishop:R,Red_Knolls:R,
1457	20525	14	Bishop:G,Red_Knolls:R,
1458	20534	131	Bishop:G,Red_Knolls:K,
1459	20546	63	Bishop:S,Red_Knolls:G,
1460	20557	9	Bishop:R,Red_Knolls:R,
1461	20566	20	Bishop:Y,Red_Knolls:Y,
1462	20569	44	Bishop:Y,Red_Knolls:Y,
1463	20585	61	Bishop:W,Red_Knolls:W,
1464	20589	87	Bishop:G,Red_Knolls:K,
1465	20619	21	Bishop:M,Red_Knolls:M,
1466	20628	352	Bishop:K,Red_Knolls:K,
1467	20657	20	Bishop:M,Red_Knolls:M,
1468	20658	81	Bishop:S,Red_Knolls:S,
1469	20668	260	Bishop:W,Red_Knolls:W,
1470	20685	76	Bishop:S,Red_Knolls:C,
1471	20721	72	Bishop:W,Red_Knolls:W,
1472	20726	76	Bishop:R,Red_Knolls:R,
1473	20745	27	Bishop:Y,Red_Knolls:Y,
1474	20770	146	Bishop:M,Red_Knolls:M,
1475	20785	90	Bishop:S,Red_Knolls:S,
1476	20787	99	Bishop:R,Red_Knolls:R,
1477	20838	78	Bishop:T,Red_Knolls:W,
1478	20840	90	Bishop:W,Red_Knolls:W,
1479	20844	80	Bishop:R,Red_Knolls:R,
1480	20851	242	Bishop:W,Red_Knolls:W,
1481	20896	446	Bishop:K,Red_Knolls:K,
1482	20920	35	Bishop:S,Red_Knolls:G,
1483	20946	44	Bishop:W,Red_Knolls:W,
1484	20962	23	Bishop:R,Red_Knolls:R,
1485	20974	189	Bishop:K,Red_Knolls:K,
1486	20983	272	Bishop:Y,Red_Knolls:Y,
1487	21000	15	Bishop:K,Red_Knolls:G,
1488	21005	57	Bishop:A,Red_Knolls:M,
1489	21007	100	Bishop:M,Red_Knolls:A,
1490	21024	103	Bishop:R,Red_Knolls:R,
1491	21035	426	Bishop:W,Red_Knolls:W,
1492	21037	7	Bishop:S,Red_Knolls:S,
1493	21081	140	Bishop:Y,Red_Knolls:Y,
1494	21108	90	Bishop:S,Red_Knolls:S,
1495	21122	532	Bishop:K,Red_Knolls:T,
1496	21126	120	Bishop:R,Red_Knolls:R,
1497	21148	150	Bishop:S,Red_Knolls:C,
1498	21180	114	Bishop:K,Red_Knolls:K,
1499	21189	28	Bishop:S,Red_Knolls:S,
1500	21194	77	Bishop:A,Red_Knolls:M,
1501	21220	60	Bishop:W,Red_Knolls:W,
1502	21260	14	Bishop:T,Red_Knolls:W,
1503	21269	113	Bishop:C,Red_Knolls:Y,
1504	21276	75	Bishop:K,Red_Knolls:K,
1505	21313	62	Bishop:R,Red_Knolls:R,
1506	21317	97	Bishop:S,Red_Knolls:S,
1507	21327	89	Bishop:S,Red_Knolls:G,
1508	21343	77	Bishop:M,Red_Knolls:M,
1509	21352	89	Bishop:R,Red_Knolls:A,
1510	21362	471	Bishop:W,Red_Knolls:W,
1511	21381	155	Bishop:M,Red_Knolls:M,
1512	21415	48	Bishop:T,Red_Knolls:K,
1513	21420	85	Bishop:Y,Red_Knolls:Y,
1514	21422	157	Bishop:K,Red_Knolls:K,
1515	21424	51	Bishop:R,Red_Knolls:R,
1516	21438	120	Bishop:R,Red_Knolls:R,
1517	21457	427	Bishop:K,Red_Knolls:T,
1518	21464	120	Bishop:W,Red_Knolls:W,
1519	21489	22	Bishop:R,Red_Knolls:R,
1520	21491	61	Bishop:M,Red_Knolls:M,
1521	21513	101	Bishop:M,Red_Knolls:M,
1522	21515	276	Bishop:K,Red_Knolls:K,
1523	21522	6	Bishop:R,Red_Knolls:R,
1524	21523	130	Bishop:Y,Red_Knolls:Y,
1525	21539	18	Bishop:G,Red_Knolls:R,
1526	21556	323	Bishop:K,Red_Knolls:G,
1527	21565	70	Bishop:R,Red_Knolls:R,
1528	21592	140	Bishop:S,Red_Knolls:S,
1529	21596	64	Bishop:Y,Red_Knolls:C,
1530	21601	67	Bishop:K,Red_Knolls:T,
1531	21625	33	Bishop:R,Red_Knolls:R,
1532	21638	461	Bishop:W,Red_Knolls:W,
1533	21639	15	Bishop:W,Red_Knolls:A,
1534	21650	61	Bishop:R,Red_Knolls:R,
1535	21675	143	Bishop:K,Red_Knolls:K,
1536	21679	77	Bishop:Y,Red_Knolls:C,
1537	21680	122	Bishop:S,Red_Knolls:S,
1538	21715	147	Bishop:Y,Red_Knolls:Y,
1539	21728	50	Bishop:M,Red_Knolls:C,
1540	21729	18	Bishop:W,Red_Knolls:W,
1541	21731	41	Bishop:R,Red_Knolls:R,
1542	21751	98	Bishop:K,Red_Knolls:K,
1543	21770	7	Bishop:Y,Red_Knolls:Y,
1544	21776	116	Bishop:Y,Red_Knolls:Y,
1545	21780	84	Bishop:Y,Red_Knolls:Y,
1546	21794	130	Bishop:W,Red_Knolls:W,
1547	21810	155	Bishop:K,Red_Knolls:K,
1548	21821	21	Bishop:C,Red_Knolls:M,
1549	21824	42	Bishop:R,Red_Knolls:R,
1550	21856	151	Bishop:S,Red_Knolls:S,
1551	21896	51	Bishop:M,Red_Knolls:M,
1552	21898	152	Bishop:M,Red_Knolls:M,
1553	21903	31	Bishop:S,Red_Knolls:S,
1554	21905	13	Bishop:Y,Red_Knolls:Y,
1555	21916	114	Bishop:K,Red_Knolls:K,
1556	21918	8	Bishop:Y,Red_Knolls:Y,
1557	21930	79	Bishop:R,Red_Knolls:R,
1558	21935	496	Bishop:K,Red_Knolls:T,
1559	21942	397	Bishop:T,Red_Knolls:W,
1560	21954	20	Bishop:M,Red_Knolls:C,
1561	21958	73	Bishop:R,Red_Knolls:R,
1562	22001	16	Bishop:R,Red_Knolls:R,
1563	22004	15	Bishop:M,Red_Knolls:M,
1564	22007	44	Bishop:K,Red_Knolls:K,
1565	22015	36	Bishop:R,Red_Knolls:R,
1566	22016	52	Bishop:K,Red_Knolls:K,
1567	22032	395	Bishop:K,Red_Knolls:K,
1568	22111	113	Bishop:R,Red_Knolls:R,
1569	22115	45	Bishop:K,Red_Knolls:K,
1570	22123	366	Bishop:K,Red_Knolls:G,
1571	22148	30	Bishop:R,Red_Knolls:R,
1572	22180	113	Bishop:Y,Red_Knolls:Y,
1573	22181	124	Bishop:M,Red_Knolls:M,
1574	22186	61	Bishop:W,Red_Knolls:W,
1575	22194	104	Bishop:Y,Red_Knolls:Y,
1576	22221	63	Bishop:W,Red_Knolls:W,
1577	22223	23	Bishop:R,Red_Knolls:R,
1578	22235	65	Bishop:G,Red_Knolls:R,
1579	22236	152	Bishop:W,Red_Knolls:A,
1580	22247	12	Bishop:A,Red_Knolls:R,
1581	22252	29	Bishop:K,Red_Knolls:K,
1582	22298	10	Bishop:R,Red_Knolls:G,
1583	22304	110	Bishop:G,Red_Knolls:K,
1584	22306	155	Bishop:Y,Red_Knolls:Y,
1585	22318	119	Bishop:W,Red_Knolls:T,
1586	22325	315	Bishop:K,Red_Knolls:K,
1587	22331	114	Bishop:Y,Red_Knolls:Y,
1588	22334	76	Bishop:Y,Red_Knolls:Y,
1589	22363	385	Bishop:W,Red_Knolls:W,
1590	22380	150	Bishop:M,Red_Knolls:M,
1591	22417	104	Bishop:Y,Red_Knolls:Y,
1592	22420	128	Bishop:M,Red_Knolls:M,
1593	22426	31	Bishop:Y,Red_Knolls:Y,
1594	22434	96	Bishop:M,Red_Knolls:M,
1595	22439	147	Bishop:K,Red_Knolls:K,
1596	22465	140	Bishop:K,Red_Knolls:K,
1597	22486	128	Bishop:Y,Red_Knolls:Y,
1598	22643	265	Bishop:W,Red_Knolls:A,
1599	22653	78	Bishop:S,Red_Knolls:C,
1600	22656	48	Bishop:S,Red_Knolls:C,
1601	22677	97	Bishop:R,Red_Knolls:R,
1602	22695	71	Bishop:R,Red_Knolls:A,
1603	22696	130	Bishop:Y,Red_Knolls:C,
1604	22758	21	Bishop:C,Red_Knolls:Y,
1605	22768	14	Bishop:R,Red_Knolls:R,
1606	22770	8	Bishop:R,Red_Knolls:R,
1607	22771	57	Bishop:K,Red_Knolls:G,
1608	22790	51	Bishop:W,Red_Knolls:W,
1609	22840	51	Bishop:K,Red_Knolls:K,
1610	22894	23	Bishop:K,Red_Knolls:K,
1611	22896	145	Bishop:G,Red_Knolls:R,
1612	22925	487	Bishop:K,Red_Knolls:K,
1613	22927	276	Bishop:A,Red_Knolls:M,
1614	22945	340	Bishop:C,Red_Knolls:M,
1615	22948	70	Bishop:R,Red_Knolls:R,
1616	22998	91	Bishop:M,Red_Knolls:M,
1617	22999	12	Bishop:C,Red_Knolls:Y,
1618	23000	55	Bishop:M,Red_Knolls:M,
1619	23002	34	Bishop:R,Red_Knolls:R,
1620	23038	106	Bishop:K,Red_Knolls:K,
1621	23059	370	Bishop:W,Red_Knolls:W,
1622	23065	150	Bishop:S,Red_Knolls:S,
1623	23069	146	Bishop:R,Red_Knolls:R,
1624	23088	55	Bishop:K,Red_Knolls:K,
1625	23094	83	Bishop:R,Red_Knolls:R,
1626	23107	55	Bishop:Y,Red_Knolls:Y,
